sample_id,视频文件名,视频标题,商品/服务类别,来源,采集日期,视频时长_秒,文案摘要
187,187.mp4,切片187 · 普通化妆品 · 推广一款绿咖啡籽油眼部护理产品,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,31.0,推广一款绿咖啡籽油眼部护理产品，宣称含咖啡因具有抗氧化作用，能缓解眼部浮肿和面部松弛，质地清爽不油腻。
188,188.mp4,切片188 · 形象宣传 · 潍坊纳澳化妆品有限公司入选CCTV品牌强国自主品牌优选工…,2101-形象宣传,教师提供公开直播/短视频广告切片,2026-09-04,31.0,潍坊纳澳化妆品有限公司入选CCTV品牌强国自主品牌优选工程，宣传企业获得国家级品牌荣誉与资质认证。
189,189.mp4,切片189 · 普通化妆品 · 推荐阿曼绿乳香精油,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,31.0,推荐阿曼绿乳香精油，宣称具有皮肤修护、改善皱纹斑点及助眠等功效，被称为精油之王。
190,190.mp4,切片190 · 普通化妆品 · 赵纳博士推荐专属定制面霜,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,31.0,赵纳博士推荐专属定制面霜，采用顶尖科技实现一肤一方，解决干皮保湿及敏感肌问题。
191,191.mp4,切片191 · 服饰箱包 · 借势2025乙巳年九紫离火运,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,31.01,借势2025乙巳年九紫离火运，博主推荐女性穿着紫色复古服饰或佩戴紫色饰品，寓意带来尊贵与好运。
192,192.mp4,切片192 · 特许加盟 · 纳澳集团花叶果品牌美博会巡展,1703-特许加盟,教师提供公开直播/短视频广告切片,2026-09-04,31.0,纳澳集团花叶果品牌美博会巡展，主打纯植物进口精油产品，宣传零门槛加盟火热进行中，招募全国各地代理商。
193,193.mp4,切片193 · 普通化妆品 · 该广告通过展示实验室研发场景和“赵纳博士”的专业形象,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,31.03,该广告通过展示实验室研发场景和“赵纳博士”的专业形象，重点宣传含有“稀有人参皂苷”成分的抗老产品，强调其源自纯植物成分转化及顶尖黑科技，主打肉眼可见的抗老效果。
194,194.mp4,切片194 · 普通化妆品 · 博主深入阿曼高温无人区溯源采集顶级神圣乳香,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,31.04,博主深入阿曼高温无人区溯源采集顶级神圣乳香，通过展示艰辛的原料获取过程，宣传其专注精油产品的纯粹与匠心。
195,195.mp4,切片195 · 保健用品 · 推广市面首款精油爆珠三伏贴,1201-保健用品,教师提供公开直播/短视频广告切片,2026-09-04,31.0,推广市面首款精油爆珠三伏贴，主打7种名贵中药材与10种西式芳疗精油的复合配方，通过爆珠技术实现一捏焕新肤感，用于三伏天温养祛湿。
196,196.mp4,切片196 · 其他 · 主播在直播中推销黄精四黑丸,0510-其他,教师提供公开直播/短视频广告切片,2026-09-04,30.98,主播在直播中推销黄精四黑丸，宣称是清补夏养节新品，以356元4袋的超低价进行促销。
197,197.mp4,切片197 · 普通化妆品 · 推荐HERRY&TINA品牌儿童二合一洗发沐浴露,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,30.98,推荐HERRY&TINA品牌儿童二合一洗发沐浴露，主打温和清洁与洗护合一，适合宝宝日常使用。
198,198.mp4,切片198 · 清洁用品 · 海肌兰内衣清洗液广告,1205-清洁用品,教师提供公开直播/短视频广告切片,2026-09-04,32.0,海肌兰内衣清洗液广告，主打蛋白酶深层洁净、有效去除血渍及异味，并强调山茶花香氛留香，让衣物洗后香软。
199,199.mp4,切片199 · 服饰箱包 · 这款黑色化妆包采用多隔层设计,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,31.01,这款黑色化妆包采用多隔层设计，方便分类收纳护肤品和化妆品，质量优良，适合旅行或日常整理使用。
200,200.mp4,切片200 · 普通化妆品 · HT凝蔓专卖店到货宣传视频,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,32.05,HT凝蔓专卖店到货宣传视频，展示HERRY&TINA品牌的瓷肌紧塑发光能量面膜与涂抹面膜。广告强调产品含有进口原料与专利成分，主打紧致肌肤、补水保湿及改善粗糙功效。
201,201.mp4,切片201 · 普通化妆品 · 博主分享使用HERRY&TINA黑金系列洗面奶和卸妆产品…,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,32.05,博主分享使用HERRY&TINA黑金系列洗面奶和卸妆产品的护肤体验，强调产品原料合规且能有效去除黑头。
202,202.mp4,切片202 · 清洁用品 · 视频展示了一名儿童使用HT除菌香氛洁厕液刷洗物体的场景,1205-清洁用品,教师提供公开直播/短视频广告切片,2026-09-04,30.99,视频展示了一名儿童使用HT除菌香氛洁厕液刷洗物体的场景，宣传该产品为多功能、超级好用的家庭必备清洁神器。
203,203.mp4,切片203 · 涉嫌非药冒充药品 · 该视频通过医生查房场景及人体解剖图暗示治疗漏尿功效,0099-涉嫌非药冒充药品,教师提供公开直播/短视频广告切片,2026-09-04,31.01,该视频通过医生查房场景及人体解剖图暗示治疗漏尿功效，但实际推销产品“双参紫金益元安漏膏”为膏状商品，且明确声明不可代替药品或医疗器械，属于典型的非药冒充药品营销。
204,204.mp4,切片204 · 服饰箱包 · 推荐一款适合夏季户外及通勤穿着的女装套装,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,30.69,推荐一款适合夏季户外及通勤穿着的女装套装，强调面料丝滑凉快、颜色显白舒适。
205,205.mp4,切片205 · 保健食品 · 飞鹤蛋白粉母亲节专题广告,0601-保健食品,教师提供公开直播/短视频广告切片,2026-09-04,29.95,飞鹤蛋白粉母亲节专题广告，通过刘晓庆的高原运动场景展示产品活力功效，强调其采用婴幼儿奶粉标准及全球首创的乳蛋白鲜萃提取科技，主打补充优质蛋白。
206,206.mp4,切片206 · 乳制品 · 中国飞鹤推出新一代牛乳蛋白营养粉,0501-乳制品,教师提供公开直播/短视频广告切片,2026-09-04,32.07,中国飞鹤推出新一代牛乳蛋白营养粉，主打小分子易吸收、0乳糖及高钙高蛋白特色，通过创新科技从新鲜生牛乳直接提取乳蛋白。
207,207.mp4,切片207 · 普通化妆品 · 借裸鼹鼠长寿研究科普玻尿酸功效,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,30.98,借裸鼹鼠长寿研究科普玻尿酸功效，旨在推广全分子量玻尿酸护肤产品。
208,208.mp4,切片208 · 视听设备 · 2025年头戴式耳机终极选购指南,0901-视听设备,教师提供公开直播/短视频广告切片,2026-09-04,29.95,2025年头戴式耳机终极选购指南，筛选出9款适合各类人群的热门耳机，从百元到千元价位，提供音质、降噪、续航等维度的客观参考。
209,209.mp4,切片209 · 服饰箱包 · 壹丝幻享官方旗舰店展示网纱吊带胭脂系列丝袜,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,41.98,壹丝幻享官方旗舰店展示网纱吊带胭脂系列丝袜，主打粉嫩丝袜的天花板卖点。
210,210.mp4,切片210 · 纺织品 · 壹丝幻享官方旗舰店推广其首创的蚕丝蛋白柔光丝袜,1209-纺织品,教师提供公开直播/短视频广告切片,2026-09-04,40.96,壹丝幻享官方旗舰店推广其首创的蚕丝蛋白柔光丝袜，画面展示模特穿着丝袜搭配高跟鞋的腿部特写，突显丝袜的光泽感与质感。
211,211.mp4,切片211 · 服饰箱包 · 伯希和户外品牌宣传,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,29.95,伯希和户外品牌宣传，强调其作为国货首选品牌，采用PT-CHINA科技混搭eVent、CORDURA、PRIMALOFT等全球顶尖面料与技术，打造硬核户外装备。
212,212.mp4,切片212 · 服饰箱包 · 盘点国产“老钱风”服饰品牌,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,30.98,盘点国产“老钱风”服饰品牌，重点推荐之禾（ICICLE）的东方美学与1436的顶级小山羊绒工艺，展现不输国际大牌的质感。
213,213.mp4,切片213 · 服饰箱包 · 推荐国潮开春人气前五的裤装品牌,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,43.01,推荐国潮开春人气前五的裤装品牌，展示多款热门工装裤、西裤及卫裤的穿搭效果与卖点。
214,214.mp4,切片214 · 普通化妆品 · 视频以购物攻略形式推广自然堂小紫瓶精华,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,29.95,视频以购物攻略形式推广自然堂小紫瓶精华，通过对比官方与达人直播间价格，强调在达人直播间购买更划算且赠品更多，引导用户下单购买。
215,215.mp4,切片215 · 普通化妆品 · 丸美品牌618大促广告,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,33.93,丸美品牌618大促广告，主打胶原抗皱水乳套组，宣称百元价位媲美千元质感，针对35岁以上熟龄肌，提供拍一发多件及赠送美容仪的超值福利。
216,216.mp4,切片216 · 普通化妆品 · 博主分享变美心得,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,28.93,博主分享变美心得，重点推荐优斐斯氨甲环酸淡斑精华及法令纹贴等护肤好物，强调其在项目后护肤及改善肤质方面的显著效果。
217,217.mp4,切片217 · 服饰箱包 · 鹿王男装直播间推荐桑蚕丝与羊绒完美结合的丝绒短袖,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,33.28,鹿王男装直播间推荐桑蚕丝与羊绒完美结合的丝绒短袖，主打软糯亲肤、冰爽舒适且不易起皱的高端男士夏季穿搭。
218,218.mp4,切片218 · 饮料 · 视频科普全球顶级矿泉水品牌,0502-饮料,教师提供公开直播/短视频广告切片,2026-09-04,30.98,视频科普全球顶级矿泉水品牌，重点介绍依云的高端品牌故事与巴黎水独特的气泡口感。
219,219.mp4,切片219 · 其他普通商品 · 纽尔品牌推出的vivo X200 Ultra手机金属兔笼…,1221-其他普通商品,教师提供公开直播/短视频广告切片,2026-09-04,60.92,纽尔品牌推出的vivo X200 Ultra手机金属兔笼摄影套装，通过展示手机加装兔笼及外接镜头后的专业外观，以及拍摄鸟类的清晰样张，强调其作为手机摄影辅助配件的顶级组合优势。
220,220.mp4,切片220 · 通信设备 · 博主推荐1500元以内高性价比手机,0903-通信设备,教师提供公开直播/短视频广告切片,2026-09-04,60.98,博主推荐1500元以内高性价比手机，重点介绍了配备潜望长焦的真我13 Pro+以及主打大电池续航的iQOO Z10 Turbo。
221,221.mp4,切片221 · 冲饮食品 · 主播展示茉莉花茶、大红袍、信阳毛尖等多款茶叶,0504-冲饮食品,教师提供公开直播/短视频广告切片,2026-09-04,60.93,主播展示茉莉花茶、大红袍、信阳毛尖等多款茶叶，强调产品性价比高、耐泡且适合送礼，并引导用户预约直播间购买。
222,222.mp4,切片222 · 清洁用品 · 创得厨具旗舰店直播预告,1205-清洁用品,教师提供公开直播/短视频广告切片,2026-09-04,60.93,创得厨具旗舰店直播预告，主打贝纯品牌洗衣液、留香珠及猫爪款凝珠等清洁用品，宣传中午开播期间全场福利放不停，购买指定金额即可获赠超值礼物。
223,223.mp4,切片223 · 普通化妆品 · 推广雪偲亭光感美肤素颜精华霜,0301-普通化妆品,教师提供公开直播/短视频广告切片,2026-09-04,60.93,推广雪偲亭光感美肤素颜精华霜，主打5秒快速出门、自然提气色、持妆久且护肤养肤的素颜霜。
224,224.mp4,切片224 · 服饰箱包 · 推荐大嘴猴品牌PC材质行李箱,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,60.93,推荐大嘴猴品牌PC材质行李箱，主打超轻、抗压、静音及内部收纳整齐，号称性价比天花板。
225,225.mp4,切片225 · 服饰箱包 · 视频推广高品质女鞋（德训鞋、勃肯鞋）,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,60.93,视频推广高品质女鞋（德训鞋、勃肯鞋），强调采用头层牛皮、小羊皮内里及纯羊毛材质，主打舒适保暖与高端质感。
226,226.mp4,切片226 · 小家电产品 · 推广一款集烧水、养生、恒温、冲奶功能于一体的四合一电水壶,0906-小家电产品,教师提供公开直播/短视频广告切片,2026-09-04,60.94,推广一款集烧水、养生、恒温、冲奶功能于一体的四合一电水壶，强调高硼硅加钛材质及24小时恒温等卖点。
227,227.mp4,切片227 · 其他 · 黄金百香果限时促销,0510-其他,教师提供公开直播/短视频广告切片,2026-09-04,60.93,黄金百香果限时促销，产地直发新鲜采摘，口感香甜多汁，可生食也可泡水，富含营养。
228,228.mp4,切片228 · 厨房用具 · 创得厨具旗舰店推广非洲进口花梨木菜板与硅胶揉面垫,1214-厨房用具,教师提供公开直播/短视频广告切片,2026-09-04,60.93,创得厨具旗舰店推广非洲进口花梨木菜板与硅胶揉面垫，主打材质硬度高、天然抑菌、不易开裂及高性价比。
229,229.mp4,切片229 · 保健食品 · 推荐任我行品牌液体钙,0601-保健食品,教师提供公开直播/短视频广告切片,2026-09-04,60.93,推荐任我行品牌液体钙，主打三文鱼骨提取的钙与骨胶原双效补充，并添加K2和D3，宣称易吸收且能解决关节异响、抽筋等问题。
230,230.mp4,切片230 · 纺织品 · 推广一款高端云雾麻面料大豆纤维被,1209-纺织品,教师提供公开直播/短视频广告切片,2026-09-04,60.93,推广一款高端云雾麻面料大豆纤维被，强调其迪拜专供款身份、一床顶三床的多季适用性及高性价比。
231,231.mp4,切片231 · 冲饮食品 · 主播展示茉莉龙珠、大红袍、茉莉银针、信阳毛尖等多款茶叶,0504-冲饮食品,教师提供公开直播/短视频广告切片,2026-09-04,60.93,主播展示茉莉龙珠、大红袍、茉莉银针、信阳毛尖等多款茶叶，宣传其耐泡、高性价比等特点，并预告直播间以茶会友活动。
232,232.mp4,切片232 · 服饰箱包 · MUEKA复古水桶包直播推广,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,61.06,MUEKA复古水桶包直播推广，主打咖啡色温柔百搭与黑色高级帅气等多色可选，提供一年质保及运费险服务。
233,233.mp4,切片233 · 通信设备 · iQOO Neo11新品发布广告,0903-通信设备,教师提供公开直播/短视频广告切片,2026-09-04,60.88,iQOO Neo11新品发布广告，重点宣传其搭载的2K 144Hz珠峰屏，强调屏幕性能。
234,234.mp4,切片234 · 服饰箱包 · GG潮牌年末清仓大促,1207-服饰箱包,教师提供公开直播/短视频广告切片,2026-09-04,61.43,GG潮牌年末清仓大促，展示多款卫衣、连衣裙等时尚服饰，主打全网最低价。
235,235.mp4,切片235 · 纺织品 · 直播带货七斤蚕丝被,1209-纺织品,教师提供公开直播/短视频广告切片,2026-09-04,60.98,直播带货七斤蚕丝被，主打冬日保暖与双人舒适睡眠体验，邀请用户抢购。
236,236.mp4,切片236 · 医疗美容服务 · 该视频由身穿手术服的医生出镜,1302-医疗美容服务,教师提供公开直播/短视频广告切片,2026-09-04,30.85,该视频由身穿手术服的医生出镜，科普眼袋形成的原因及预防方法，旨在推广其祛眼袋医疗服务。
237,237.mp4,切片237 · 厨卫电器 · 小天鹅628t洗衣机广告,0904-厨卫电器,教师提供公开直播/短视频广告切片,2026-09-04,31.68,小天鹅628t洗衣机广告，主打实用功能，被称为居家实用天花板好物。
